Ссылка,Название,Описание,Метро,Дальность от метро,Адрес,Стоимость,Стоимость за метр
https://www.cian.ru/sale/flat/310097713/,Дизайнерские интерьеры,"2-комн. квартира, 65 м², 3/10 этаж",Фрунзенская,10 минут пешком,"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, 3-я Фрунзенская улица, 9",49 900 000 ₽,767 692 ₽/м²
https://www.cian.ru/sale/flat/307688647/,"2-комн. квартира, 65,7 м², 2/8 этаж",Секция 3 • Сдача корпуса 1 кв. 2025,Хорошёво,18 минут пешком,"Москва, СЗАО, р-н Хорошево-Мневники, м. Хорошёво, улица Шеногина, вл2/23к3/2",49 836 078 ₽,758 540 ₽/м²
https://www.cian.ru/sale/flat/310924420/,"2-комн. апартаменты, 43 м², 7/21 этаж",Информация отсутствует,Чкаловская,2 минуты пешком,"Москва, ЦАО, р-н Басманный, м. Чкаловская, улица Земляной Вал, 37к1",35 500 000 ₽,825 581 ₽/м²
https://www.cian.ru/sale/flat/306717695/,"Джаз 2-ком.кв. 50 м², корпус RAY,","2-комн. квартира, 50 м², 2/21 этаж",Марьина Роща,5 минут пешком,"Москва, СВАО, р-н Марьина роща, м. Марьина Роща, 1-я Ямская улица, 6",39 500 000 ₽,790 000 ₽/м²
https://www.cian.ru/sale/flat/309403285/,"2-комн. квартира, 55,9 м², 25/29 этаж",Секция 3 • Сдача корпуса 3 кв. 2027,Нижегородская,18 минут пешком,"Москва, ЮВАО, р-н Нижегородский, м. Нижегородская, Квартал Издание ЖК",20 280 000 ₽,362 791 ₽/м²
https://www.cian.ru/sale/flat/299638719/,"2-комн. квартира, 70,5 м², 8/22 этаж",Информация отсутствует,Кожуховская,6 минут на транспорте,"Москва, ЮВАО, р-н Печатники, м. Угрешская, Южнопортовая улица",26 500 000 ₽,375 887 ₽/м²
https://www.cian.ru/sale/flat/307310479/,"2-комн. квартира, 74,32 м², 7/20 этаж",Информация отсутствует,Тульская,17 минут пешком,"Москва, ЮАО, р-н Даниловский, м. Тульская, Автозаводская улица, 26/1",28 658 000 ₽,385 603 ₽/м²
https://www.cian.ru/sale/flat/306784491/,"2-комн. квартира, 47,7 м², 16/22 этаж",Сдача корпуса 2 кв. 2027,Новомосковская,6 минут на транспорте,"Москва, НАО (Новомосковский), м. Прокшино, пос. Коммунарка, Новая Звезда ЖК",12 783 600 ₽,268 000 ₽/м²
https://www.cian.ru/sale/flat/294457758/,Дизайнерский ремонт,"2-комн. апартаменты, 123 м², 43/73 этаж",Информация отсутствует,5 минут пешком,"Москва, ЦАО, р-н Пресненский, м. Деловой центр, 1-й Красногвардейский проезд, 22",149 000 000 ₽,1 211 382 ₽/м²
https://www.cian.ru/sale/flat/311165948/,Выгодная покупка!,"2-комн. квартира, 44,6 м², 1/9 этаж",Грачёвская,10 минут пешком,"Москва, САО, р-н Ховрино, м. Грачёвская, Фестивальная улица, 75",10 500 000 ₽,235 426 ₽/м²
https://www.cian.ru/sale/flat/308416300/,"2-комн. квартира, 42,8 м², 8/9 этаж",Сдача корпуса 4 кв. 2024,Марьина Роща,8 минут пешком,"Москва, СВАО, р-н Марьина роща, м. Марьина Роща, Мод ЖК",29 005 560 ₽,677 700 ₽/м²
https://www.cian.ru/sale/flat/280116651/,Новый дизайнерский ремонт,"2-комн. апартаменты, 111 м², 62/77 этаж",Информация отсутствует,5 минут пешком,"Москва, ЦАО, р-н Пресненский, м. Деловой центр, 1-й Красногвардейский проезд, 22",149 000 000 ₽,1 342 342 ₽/м²
https://www.cian.ru/sale/flat/308017227/,"2-комн. квартира, 78 м², 3/24 этаж",Информация отсутствует,Ломоносовский проспект,6 минут пешком,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7",46 900 000 ₽,601 282 ₽/м²
https://www.cian.ru/sale/flat/310903740/,"2-комн. квартира, 50,7 м², 13/28 этаж",Секция 1 • Сдача корпуса 4 кв. 2026,Информация отсутствует,5 минут на транспорте,"Москва, СЗАО, р-н Хорошево-Мневники, м. Народное Ополчение, улица Генерала Глаголева",23 017 800 ₽,454 000 ₽/м²
https://www.cian.ru/sale/flat/303137027/,Квартира мечты в центре Москвы,"2-комн. апартаменты, 106 м², 2/5 этаж",Лубянка,4 минуты пешком,"Москва, ЦАО, р-н Тверской, м. Площадь Революции, Никольская улица, 10",155 000 000 ₽,1 462 264 ₽/м²
https://www.cian.ru/sale/flat/302999320/,Цена снижена!,"2-комн. квартира, 69,8 м², 4/8 этаж",Смоленская,9 минут пешком,"Москва, ЦАО, р-н Хамовники, м. Смоленская, Смоленский бульвар, 22/14",70 553 561 ₽,1 010 796 ₽/м²
https://www.cian.ru/sale/flat/310830578/,"2-комн. апартаменты, 131,9 м², 13/13 этаж",Секция 1 • Сдан,Тульская,8 минут пешком,"Москва, ЮАО, р-н Даниловский, м. Тульская, улица Даниловский Вал, 1А",Информация отсутствует,714 792 ₽/м²
https://www.cian.ru/sale/flat/310936541/,"2-комн. квартира, 53,7 м², 3/4 этаж",Информация отсутствует,Рассказовка,5 минут на транспорте,"Москва, НАО (Новомосковский), м. Рассказовка, улица Шекспира, 2А",15 105 612 ₽,281 296 ₽/м²
https://www.cian.ru/sale/flat/310482152/,После ремонта!15 минут до Кремля!,"2-комн. квартира, 41 м², 4/5 этаж",Пролетарская,10 минут пешком,"Москва, ЮВАО, р-н Южнопортовый, м. Пролетарская, улица Мельникова, 25",19 500 000 ₽,475 610 ₽/м²
https://www.cian.ru/sale/flat/311389976/,"2-комн. квартира, 38,7 м², 4/25 этаж",Секция 2 • Сдача корпуса 1 кв. 2026,Бульвар Рокоссовского,6 минут на транспорте,"Москва, ВАО, р-н Метрогородок, м. Бульвар Рокоссовского, Сиреневый парк ЖК",16 270 333 ₽,420 422 ₽/м²
https://www.cian.ru/sale/flat/303346495/,"2-комн. апартаменты, 53 м², 6/28 этаж",Информация отсутствует,Багратионовская,15 минут пешком,"Москва, ЗАО, р-н Филевский парк, м. Багратионовская, улица Василисы Кожиной, 13",28 500 000 ₽,537 736 ₽/м²
https://www.cian.ru/sale/flat/309085932/,В зелёном районе,"2-комн. апартаменты, 136 м², 6/6 этаж",Информация отсутствует,10 минут пешком,"Москва, ЗАО, р-н Раменки, м. Минская, Минская улица, 1Б",45 000 000 ₽,330 882 ₽/м²
https://www.cian.ru/sale/flat/303537260/,"2-комн. апартаменты, 42,6 м², 18/20 этаж",Секция секция 2 • Сдан,Новодачная,6 минут пешком,"Москва, СВАО, р-н Северный, м. Новодачная, Новодачная улица, 67/68",11 195 280 ₽,262 800 ₽/м²
https://www.cian.ru/sale/flat/305629349/,Дизайнерский ремонт в Матч поинте,"2-комн. квартира, 71 м², 12/13 этаж",Парк Победы,14 минут пешком,"Москва, ЗАО, р-н Филевский парк, м. Парк Победы, улица Василисы Кожиной, 13",48 000 000 ₽,676 056 ₽/м²
https://www.cian.ru/sale/flat/310482152/,После ремонта!15 минут до Кремля!,"2-комн. квартира, 41 м², 4/5 этаж",Пролетарская,10 минут пешком,"Москва, ЮВАО, р-н Южнопортовый, м. Пролетарская, улица Мельникова, 25",19 500 000 ₽,475 610 ₽/м²
https://www.cian.ru/sale/flat/299379652/,"2-комн. квартира, 50,9 м², 17/17 этаж",Секция 1 • Сдача корпуса 2 кв. 2026,Корниловская,8 минут на транспорте,"Москва, НАО (Новомосковский), м. Корниловская, № 123 кв-л",14 591 460 ₽,286 669 ₽/м²
https://www.cian.ru/sale/flat/307537074/,"2-комн. квартира, 53 м², 16/53 этаж",Информация отсутствует,Шелепиха,3 минуты пешком,"Москва, ЦАО, р-н Пресненский, м. Шелепиха, Шмитовский проезд, 39к1",37 000 000 ₽,698 113 ₽/м²
https://www.cian.ru/sale/flat/309085932/,В зелёном районе,"2-комн. апартаменты, 136 м², 6/6 этаж",Информация отсутствует,10 минут пешком,"Москва, ЗАО, р-н Раменки, м. Минская, Минская улица, 1Б",45 000 000 ₽,330 882 ₽/м²
https://www.cian.ru/sale/flat/303505002/,"2-комн. квартира, 75,5 м², 4/10 этаж",Секция 4 • Сдача корпуса 2 кв. 2025,Спартак,11 минут пешком,"Москва, СЗАО, р-н Покровское-Стрешнево, м. Спартак, Клубный Город на Реке Примавера ЖК, Вивальди кв-л",41 056 900 ₽,543 800 ₽/м²
https://www.cian.ru/sale/flat/294650795/,Отделка white box в клубном доме,"2-комн. апартаменты, 44 м², 3/5 этаж",Новокузнецкая,6 минут пешком,"Москва, ЦАО, р-н Замоскворечье, м. Новокузнецкая, Озерковская набережная, 6",47 900 000 ₽,1 088 636 ₽/м²
https://www.cian.ru/sale/flat/296060335/,Дешевле застройщика на 9%!,"2-комн. квартира, 37,4 м², 51/53 этаж",Информация отсутствует,13 минут пешком,"Москва, ЗАО, р-н Очаково-Матвеевское, м. Мичуринский проспект, Левел Мичуринский ЖК, к1",19 500 000 ₽,521 390 ₽/м²
https://www.cian.ru/sale/flat/310845673/,"2-комн. квартира, 53,3 м², 23/27 этаж",Сдача корпуса 2 кв. 2027,Информация отсутствует,7 минут на транспорте,"Москва, ЗАО, р-н Очаково-Матвеевское, м. Аминьевская, Очаково мкр",18 962 100 ₽,355 762 ₽/м²
https://www.cian.ru/sale/flat/293069620/,"2-комн. квартира, 55,7 м², 22/22 этаж",Информация отсутствует,Комсомольская,9 минут пешком,"Москва, ЦАО, р-н Красносельский, м. Площадь трёх вокзалов, Большая Спасская улица, 35",39 500 000 ₽,709 156 ₽/м²
https://www.cian.ru/sale/flat/309723376/,"2-комн. квартира, 100 м², 6/6 этаж",Информация отсутствует,Серпуховская,7 минут пешком,"Москва, ЦАО, р-н Замоскворечье, м. Павелецкая, Большая Пионерская улица, 20",75 000 000 ₽,750 000 ₽/м²
https://www.cian.ru/sale/flat/307226209/,"Рассрочка 0% на апарт., 45.8 м²","2-комн. апартаменты, 45,8 м², 2/29 этаж • Секция Комплекс апартаментов",Новые Черёмушки,11 минут пешком,"Москва, ЮЗАО, р-н Черемушки, м. Новые Черёмушки, улица Наметкина, вл10",15 379 640 ₽,335 800 ₽/м²
https://www.cian.ru/sale/flat/310304046/,Доступна рассрочка! Видовая,"2-комн. квартира, 80,03 м², 14/26 этаж",Информация отсутствует,14 минут пешком,"Москва, ЦАО, р-н Пресненский, м. Белорусская, улица Пресненский Вал, 27С2",52 999 999 ₽,662 252 ₽/м²
https://www.cian.ru/sale/flat/299558863/,Со вкусом лофта,"2-комн. апартаменты, 136,6 м², 2/4 этаж",Тульская,15 минут пешком,"Москва, ЮАО, р-н Донской, м. Тульская, Варшавское шоссе, 9с28",75 000 000 ₽,549 048 ₽/м²
https://www.cian.ru/sale/flat/306610588/,"2-комн. квартира, 52,5 м², 2/59 этаж",Секция 3 • Сдача корпуса 3 кв. 2028,Давыдково,4 минуты на транспорте,"Москва, ЗАО, р-н Можайский, м. Давыдково, Веер ЖК",Информация отсутствует,449 100 ₽/м²
https://www.cian.ru/sale/flat/272639624/,Вид на Масловку,"2-комн. апартаменты, 61,1 м², 5/7 этаж",Петровский Парк,5 минут пешком,"Москва, САО, р-н Савеловский, м. Петровский Парк, улица Верхняя Масловка, 20",27 000 000 ₽,441 899 ₽/м²
https://www.cian.ru/sale/flat/308182044/,Лучшая цена!,"2-комн. квартира, 68 м², 27/34 этаж",Информация отсутствует,20 минут пешком,"Москва, ЮЗАО, р-н Обручевский, м. Новаторская, Ленинский проспект, 111к1",31 500 000 ₽,463 235 ₽/м²
https://www.cian.ru/sale/flat/310433174/,"2-комн. квартира, 57,7 м², 2/59 этаж",Секция 5 • Сдача корпуса 3 кв. 2028,Давыдково,4 минуты на транспорте,"Москва, ЗАО, р-н Можайский, м. Давыдково, Веер ЖК",Информация отсутствует,396 600 ₽/м²
https://www.cian.ru/sale/flat/302676760/,Квартира в ЖК HIDE,"2-комн. квартира, 48 м², 14/41 этаж",Кутузовская,18 минут пешком,"Москва, ЗАО, р-н Раменки, м. Кутузовская, 1-й Сетуньский проезд, 6С6",31 500 000 ₽,656 250 ₽/м²
https://www.cian.ru/sale/flat/311202907/,Идеальный вариант для инвестиции,"2-комн. апартаменты, 60 м², 1/6 этаж",Маяковская,15 минут пешком,"Москва, ЦАО, р-н Пресненский, м. Баррикадная, переулок Красина, 16С1",33 000 000 ₽,550 000 ₽/м²
https://www.cian.ru/sale/flat/296921120/,"2-комн. квартира, 79,9 м², 17/18 этаж",Секция 10 • Сдача корпуса 4 кв. 2024,Фили,4 минуты на транспорте,"Москва, ЗАО, р-н Филевский парк, м. Фили, Береговой проезд, 2",44 161 289 ₽,552 707 ₽/м²
https://www.cian.ru/sale/flat/311186834/,"""Под ключ"", 5 минут до Кремля","2-комн. апартаменты, 105 м², 2/5 этаж",Лубянка,1 минута пешком,"Москва, ЦАО, р-н Тверской, м. Лубянка, Никольская улица, 10/2С2б",155 000 000 ₽,1 476 190 ₽/м²
https://www.cian.ru/sale/flat/309583064/,Квартира с видом на воду!,"2-комн. квартира, 39,7 м², 10/15 этаж",Прокшино,14 минут пешком,"Москва, НАО (Новомосковский), м. Прокшино, улица Лобановский Лес, 9",10 999 999 ₽,277 078 ₽/м²
https://www.cian.ru/sale/flat/286885904/,Лосиный остров прямо под окнами,"2-комн. апартаменты, 70,6 м², 24/36 этаж • Секция 1",Ростокино,12 минут пешком,"Москва, СВАО, р-н Ярославский, м. Ростокино, проспект Мира, 222",20 756 400 ₽,294 000 ₽/м²
https://www.cian.ru/sale/flat/310957351/,"Новый ремонт дизайнера, стиль","2-комн. квартира, 60 м², 4/29 этаж",Павелецкая,17 минут пешком,"Москва, ЮАО, р-н Даниловский, м. Павелецкая, Дубининская улица, 59А",38 700 000 ₽,645 000 ₽/м²
https://www.cian.ru/sale/flat/308814905/,Продаётся просторная 2ком.кв.,"2-комн. квартира, 46 м², 3/9 этаж",Новаторская,15 минут пешком,"Москва, ЮЗАО, р-н Ломоносовский, м. Вавиловская, Ленинский проспект, 85",17 900 000 ₽,389 130 ₽/м²
https://www.cian.ru/sale/flat/308310011/,"2-комн. квартира, 54,7 м², 4/10 этаж",Сдача корпуса 3 кв. 2027,Тушинская,4 минуты пешком,"Москва, СЗАО, р-н Покровское-Стрешнево, м. Тушинская, Ситизен ЖК, Парус кв-л",20 910 333 ₽,382 273 ₽/м²
https://www.cian.ru/sale/flat/303617545/,Новый дизайнерский ремонт,"2-комн. апартаменты, 85 м², 6/28 этаж",Парк Победы,14 минут пешком,"Москва, ЗАО, р-н Филевский парк, м. Парк Победы, улица Василисы Кожиной, 13",56 500 000 ₽,664 706 ₽/м²
https://www.cian.ru/sale/flat/307707684/,Срочная продажа,"2-комн. квартира, 44,8 м², 7/9 этаж",Технопарк,9 минут пешком,"Москва, ЮАО, р-н Даниловский, м. Технопарк, Автозаводская улица, 23с931к3",25 000 000 ₽,558 036 ₽/м²
https://www.cian.ru/sale/flat/283842591/,"2-комн. апартаменты, 103 м², 2/5 этаж",Информация отсутствует,Лубянка,1 минута пешком,"Москва, ЦАО, р-н Тверской, м. Лубянка, Никольская улица, 10/2С2б",120 000 000 ₽,1 165 049 ₽/м²
https://www.cian.ru/sale/flat/289514736/,Клубный дом на Волхонке,"2-комн. апартаменты, 64 м², 2/5 этаж",Библиотека им. Ленина,9 минут пешком,"Москва, ЦАО, р-н Хамовники, м. Кропоткинская, Пречистенская набережная, 43",172 800 000 ₽,2 700 000 ₽/м²
https://www.cian.ru/sale/flat/295787440/,"2-комн. квартира, 53,1 м², 3/5 этаж",Информация отсутствует,Подольск,17 минут на транспорте,"Москва, ТАО (Троицкий), м. Подольск, пос. Щапово, 42",7 550 000 ₽,142 185 ₽/м²
https://www.cian.ru/sale/flat/310256120/,"2-комн. квартира, 44,1 м², 2/9 этаж",Информация отсутствует,Ольховая,20 минут на транспорте,"Москва, ТАО (Троицкий), м. Троицк, Троицк, В мкр, 30",7 800 000 ₽,176 871 ₽/м²
https://www.cian.ru/sale/flat/311271427/,"2-комн. квартира, 41 м², 5/9 этаж",Информация отсутствует,Фонвизинская,13 минут пешком,"Москва, СВАО, р-н Марфино, м. Фонвизинская, улица Академика Комарова, 20а",8 900 000 ₽,217 073 ₽/м²
https://www.cian.ru/sale/flat/304387535/,2-х кв 54м2. Прописка Москва,"2-комн. квартира, 53,88 м², 6/17 этаж",Филатов Луг,15 минут на транспорте,"Москва, НАО (Новомосковский), м. Филатов Луг, № 176 кв-л, Квартал Марьино ЖК, к2",9 400 000 ₽,174 462 ₽/м²
https://www.cian.ru/sale/flat/308589984/,Лучшая 2х к.кв. в районе!!!,"2-комн. квартира, 45 м², 4/5 этаж",Аэропорт Внуково,13 минут пешком,"Москва, ЗАО, р-н Внуково, м. Аэропорт Внуково, улица Большая Внуковская, 3",9 500 000 ₽,211 111 ₽/м²
https://www.cian.ru/sale/flat/310412502/,"2-комн. квартира, 50,8 м², 9/14 этаж",Информация отсутствует,Силикатная,11 минут пешком,"Москва, НАО (Новомосковский), м. Силикатная, пос. Знамя Октября, Родники мкр, 6",10 400 000 ₽,204 724 ₽/м²
https://www.cian.ru/sale/flat/311165948/,Выгодная покупка!,"2-комн. квартира, 44,6 м², 1/9 этаж",Грачёвская,10 минут пешком,"Москва, САО, р-н Ховрино, м. Грачёвская, Фестивальная улица, 75",10 500 000 ₽,235 426 ₽/м²
https://www.cian.ru/sale/flat/311245222/,Готова для проживания!,"2-комн. квартира, 39,7 м², 14/25 этаж",Рассказовка,7 минут на транспорте,"Москва, НАО (Новомосковский), м. Рассказовка, Московский г., улица Москвитина, 5к4",10 490 000 ₽,264 232 ₽/м²
https://www.cian.ru/sale/flat/309288749/,"2-комн. кв., 37 м², 4/9 этаж","2-комн. квартира, 37 м², 4/9 этаж",Информация отсутствует,12 минут пешком,"Москва, ВАО, р-н Перово, м. Перово, улица Металлургов, 2",10 450 000 ₽,282 432 ₽/м²
https://www.cian.ru/sale/flat/308246917/,Видовая двушка у парка,"2-комн. квартира, 55,4 м², 14/17 этаж",Бунинская аллея,12 минут на транспорте,"Москва, ЮЗАО, р-н Южное Бутово, м. Щербинка, улица Маршала Савицкого, 16к1",10 600 000 ₽,191 336 ₽/м²
https://www.cian.ru/sale/flat/305074762/,"2-комн. квартира, 45 м², 3/9 этаж",Информация отсутствует,Вешняки,13 минут пешком,"Москва, ВАО, р-н Вешняки, м. Выхино, Снайперская улица, 6К1",10 700 000 ₽,237 778 ₽/м²
https://www.cian.ru/sale/flat/304516413/,"2-комн. квартира, 38,2 м², 1/12 этаж",Информация отсутствует,Зюзино,6 минут пешком,"Москва, ЮЗАО, р-н Черемушки, м. Зюзино, улица Каховка, 22К5",10 700 000 ₽,280 105 ₽/м²
https://www.cian.ru/sale/flat/303028962/,"2-комн. квартира, 48 м², 6/9 этаж",Информация отсутствует,Информация отсутствует,4 минуты на транспорте,"Москва, ВАО, р-н Ивановское, м. Новогиреево, улица Молостовых, 11К5",10 750 000 ₽,223 958 ₽/м²
https://www.cian.ru/sale/flat/306778286/,Продается 2-комн. квартира,"2-комн. квартира, 43,8 м², 6/9 этаж",Бибирево,7 минут пешком,"Москва, СВАО, р-н Бибирево, м. Бибирево, улица Плещеева, 7В",10 800 000 ₽,246 575 ₽/м²
https://www.cian.ru/sale/flat/310866371/,Двушка под ключ в новом доме!,"2-комн. квартира, 53,4 м², 3/4 этаж",Информация отсутствует,Информация отсутствует,"Москва, ТАО (Троицкий), Троицк, улица Георгия Скребицкого, 7",10 840 000 ₽,202 996 ₽/м²
https://www.cian.ru/sale/flat/309583064/,Квартира с видом на воду!,"2-комн. квартира, 39,7 м², 10/15 этаж",Прокшино,14 минут пешком,"Москва, НАО (Новомосковский), м. Прокшино, улица Лобановский Лес, 9",10 999 999 ₽,277 078 ₽/м²
https://www.cian.ru/sale/flat/304528810/,"2-комн. квартира, 52,1 м², 9/12 этаж",Информация отсутствует,Фирсановская,12 минут на транспорте,"Москва, ЗелАО, р-н Старое Крюково, м. Зеленоград — Крюково, Зеленоград, мкр. 9-й, к929",10 950 000 ₽,210 173 ₽/м²
https://www.cian.ru/sale/flat/311401195/,"2-комн. квартира, 54,9 м², 10/20 этаж",Информация отсутствует,Царицыно,6 минут на транспорте,"Москва, ЮАО, р-н Бирюлево Восточное, м. Каспийская, 6-я Радиальная улица, 7/1к2",10 980 000 ₽,200 000 ₽/м²
https://www.cian.ru/sale/flat/309394299/,"2-комн. квартира, 40,1 м², 3/12 этаж",Информация отсутствует,Прокшино,17 минут пешком,"Москва, НАО (Новомосковский), м. Прокшино, Прокшино ЖК, к10.1.2",11 000 000 ₽,274 314 ₽/м²
https://www.cian.ru/sale/flat/304286424/,Лучшше предложение,"2-комн. квартира, 42 м², 2/14 этаж",Молжаниново,15 минут на транспорте,"Москва, САО, р-н Молжаниновский, м. Новоподрезково, Ленинградское шоссе, 228к2",11 000 000 ₽,261 905 ₽/м²
https://www.cian.ru/sale/flat/308950758/,ЖК Эко парк Горчаково,"2-комн. квартира, 71 м², 3/4 этаж",Крёкшино,15 минут на транспорте,"Москва, р-н Новая Москва, ТАО (Троицкий), м. Крёкшино, д. Горчаково, улица Школьная, 7к2",11 000 000 ₽,154 930 ₽/м²
https://www.cian.ru/sale/flat/310085008/,"2-комн. квартира, 44,5 м², 3/9 этаж",Информация отсутствует,Щёлковская,6 минут пешком,"Москва, ВАО, р-н Гольяново, м. Щёлковская, Щелковское шоссе, 77К1",11 200 000 ₽,251 685 ₽/м²
https://www.cian.ru/sale/flat/311042179/,"2-комн. квартира, 43,4 м², 6/9 этаж",Информация отсутствует,Речной вокзал,19 минут пешком,"Москва, САО, р-н Ховрино, м. Грачёвская, Фестивальная улица, 59К1",11 300 000 ₽,260 369 ₽/м²
https://www.cian.ru/sale/flat/309526484/,"2-комн. квартира, 46,5 м², 8/17 этаж",Информация отсутствует,Щёлковская,3 минуты на транспорте,"Москва, ВАО, р-н Гольяново, м. Щёлковская, Хабаровская улица, 1",11 500 000 ₽,247 312 ₽/м²
https://www.cian.ru/sale/flat/311277124/,"2-комн. квартира, 62,7 м², 5/22 этаж",Информация отсутствует,Царицыно,6 минут на транспорте,"Москва, ЮАО, р-н Бирюлево Восточное, м. Каспийская, 6-я Радиальная улица, 7/1к2",11 913 000 ₽,190 000 ₽/м²
https://www.cian.ru/sale/flat/311277482/,"2-комн. квартира, 62,8 м², 8/20 этаж",Информация отсутствует,Царицыно,6 минут на транспорте,"Москва, ЮАО, р-н Бирюлево Восточное, м. Каспийская, 6-я Радиальная улица, 7/1к2",11 932 000 ₽,190 000 ₽/м²
https://www.cian.ru/sale/flat/311331827/,"2-комн. квартира, 52 м², 11/16 этаж",Информация отсутствует,Информация отсутствует,12 минут пешком,"Москва, ЮВАО, р-н Выхино-Жулебино, м. Юго-Восточная, Сормовская улица, 3К4",12 000 000 ₽,230 769 ₽/м²
https://www.cian.ru/sale/flat/307938788/,"2-комн. квартира, 44,5 м², 3/9 этаж",Информация отсутствует,Новоясеневская,3 минуты на транспорте,"Москва, ЮЗАО, р-н Ясенево, м. Ясенево, Литовский бульвар, 11К5",12 000 000 ₽,269 663 ₽/м²
https://www.cian.ru/sale/flat/308628670/,Срочная Продажа.,"2-комн. квартира, 53,7 м², 4/12 этаж",Лухмановская,6 минут пешком,"Москва, ВАО, р-н Косино-Ухтомский, м. Лухмановская, Святоозерская улица, 13",12 200 000 ₽,227 188 ₽/м²
https://www.cian.ru/sale/flat/310726700/,дом настоящей хозяйки,"2-комн. квартира, 40 м², 6/14 этаж",Аэропорт Внуково,4 минуты на транспорте,"Москва, НАО (Новомосковский), м. Аэропорт Внуково, Внуковское поселение, улица Омская, 9",12 350 000 ₽,308 750 ₽/м²
https://www.cian.ru/sale/flat/311392797/,"2-комн. квартира, 62 м², 13/20 этаж",Информация отсутствует,Царицыно,5 минут на транспорте,"Москва, ЮАО, р-н Бирюлево Восточное, м. Каспийская, 6-я Радиальная улица, 7/1к1",12 380 000 ₽,199 677 ₽/м²
https://www.cian.ru/sale/flat/305955783/,"2-комн. квартира, 58,1 м², 15/15 этаж",Информация отсутствует,Информация отсутствует,24 минуты на транспорте,"Москва, НАО (Новомосковский), Новые Ватутинки жилрайон, Заречный мкр, 5/1",12 300 000 ₽,211 704 ₽/м²
https://www.cian.ru/sale/flat/309105498/,"2-комн. квартира, 42,6 м², 2/5 этаж",Информация отсутствует,Сходненская,17 минут пешком,"Москва, СЗАО, р-н Южное Тушино, м. Сходненская, проезд Донелайтиса, 34",12 300 000 ₽,288 732 ₽/м²
https://www.cian.ru/sale/flat/311086812/,Двушка рядом с метро!!,"2-комн. квартира, 43 м², 2/12 этаж",Планерная,9 минут пешком,"Москва, СЗАО, р-н Северное Тушино, м. Планерная, улица Свободы, 73К1",12 499 000 ₽,290 674 ₽/м²
https://www.cian.ru/sale/flat/311392800/,"2-комн. квартира, 62,9 м², 10/20 этаж",Информация отсутствует,Царицыно,5 минут на транспорте,"Москва, ЮАО, р-н Бирюлево Восточное, м. Каспийская, 6-я Радиальная улица, 7/1к1",12 580 000 ₽,200 000 ₽/м²
https://www.cian.ru/sale/flat/300435235/,Записывайтесь на просмотр,"2-комн. квартира, 41 м², 6/8 этаж",Измайловская,13 минут пешком,"Москва, ВАО, р-н Измайлово, м. Измайловская, 3-я Парковая улица, 35",12 500 000 ₽,304 878 ₽/м²
https://www.cian.ru/sale/flat/310281597/,Продажа 2-ой квартиры в Москве,"2-комн. квартира, 54,7 м², 13/17 этаж",Каспийская,5 минут на транспорте,"Москва, ЮАО, р-н Бирюлево Восточное, м. Каспийская, 6-я Радиальная улица, 7/1к2",12 650 000 ₽,231 261 ₽/м²
https://www.cian.ru/sale/flat/311342748/,"2-комн. квартира, 53,3 м², 3/12 этаж",Информация отсутствует,Бунинская аллея,8 минут пешком,"Москва, ЮЗАО, р-н Южное Бутово, м. Бунинская аллея, Южнобутовская улица, 76",12 850 000 ₽,241 088 ₽/м²
https://www.cian.ru/sale/flat/305336739/,"2-комн. квартира, 37 м², 2/9 этаж",Информация отсутствует,Кантемировская,6 минут пешком,"Москва, ЮАО, р-н Царицыно, м. Кантемировская, улица Бехтерева, 11К2",12 850 000 ₽,347 297 ₽/м²
https://www.cian.ru/sale/flat/303776065/,"2-комн. квартира, 59,8 м², 4/16 этаж",Информация отсутствует,Ольховая,12 минут на транспорте,"Москва, НАО (Новомосковский), м. Ольховая, улица Гренадерская, 9к3",12 800 000 ₽,214 047 ₽/м²
https://www.cian.ru/sale/flat/310722168/,заезжай и живи,"2-комн. квартира, 41,1 м², 8/24 этаж",Перерва,11 минут пешком,"Москва, ЮВАО, р-н Люблино, м. Перерва, Люблинская улица, 78к3",12 800 000 ₽,311 436 ₽/м²
https://www.cian.ru/sale/flat/310469555/,"2-комн. квартира, 54 м², 12/17 этаж",Информация отсутствует,Улица Дмитриевского,4 минуты на транспорте,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, Рождественская улица, 21к5",12 900 000 ₽,238 889 ₽/м²
https://www.cian.ru/sale/flat/311368166/,ДОБРО пожаловать ДОМОЙ!,"2-комн. квартира, 38,9 м², 4/12 этаж",Кожуховская,7 минут пешком,"Москва, ЮВАО, р-н Южнопортовый, м. Кожуховская, Южнопортовая улица, 8",12 900 000 ₽,331 620 ₽/м²
https://www.cian.ru/sale/flat/311424312/,"2-комн. квартира, 50,5 м², 1/8 этаж",Информация отсутствует,Медведково,7 минут на транспорте,"Москва, СВАО, р-н Бибирево, м. Медведково, улица Корнейчука, 27",13 000 000 ₽,257 426 ₽/м²
https://www.cian.ru/sale/flat/296469542/,"2-комн. квартира, 64,5 м², 7/19 этаж",Информация отсутствует,Новомосковская,6 минут на транспорте,"Москва, НАО (Новомосковский), м. Новомосковская, пос. Коммунарка, улица Бачуринская, 22к2",13 000 000 ₽,201 550 ₽/м²
